artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cosine_branch,max_cosine_branch,min_cosine_branch
cosine_branch,DD,MatrixRes,GCNConv,0,B6,identity,20260507_093718,cosine_branch,0.9360171655813853,1.000000238418579,0.8408380746841431
cosine_branch,DD,MatrixRes,GCNConv,0,B7,identity,20260507_094819,cosine_branch,0.9302539241557218,1.0000001192092896,0.8406146764755249
cosine_branch,DD,MatrixRes,GCNConv,0,B8,identity,20260507_095714,cosine_branch,0.9252050463110209,1.000000238418579,0.7934262752532959
cosine_branch,DD,MatrixRes,GCNConv,1,B1,identity,20260507_091301,cosine_branch,1.0000001192092896,1.0000001192092896,1.0000001192092896
cosine_branch,DD,MatrixRes,GCNConv,1,B2,identity,20260507_091548,cosine_branch,0.9995281547307968,1.0,0.9990563988685608
cosine_branch,DD,MatrixRes,GCNConv,1,B3,identity,20260506_223212,cosine_branch,0.9853398203849792,1.0000001192092896,0.9575693607330322
cosine_branch,DD,MatrixRes,GCNConv,1,B3,identity,20260507_091915,cosine_branch,0.9859204424752129,1.000000238418579,0.9590255618095398
cosine_branch,DD,MatrixRes,GCNConv,1,B4,identity,20260507_092428,cosine_branch,0.9644523672759533,1.0000001192092896,0.8822541832923889
cosine_branch,DD,MatrixRes,GCNConv,1,B5,identity,20260507_093055,cosine_branch,0.9419630360603333,1.0000001192092896,0.8431163430213928
cosine_branch,DD,MatrixRes,GCNConv,1,B6,identity,20260507_094006,cosine_branch,0.9153669509622786,1.0000001192092896,0.7841235399246216
cosine_branch,DD,MatrixRes,GCNConv,1,B7,identity,20260507_094832,cosine_branch,0.9334688661049824,1.0000001192092896,0.8662798404693604
cosine_branch,DD,MatrixRes,GCNConv,1,B8,identity,20260507_100055,cosine_branch,0.9143984457477927,1.0000001192092896,0.763597846031189
cosine_branch,DD,MatrixRes,GCNConv,2,B1,identity,20260507_091053,cosine_branch,1.0,1.0,1.0
cosine_branch,DD,MatrixRes,GCNConv,2,B2,identity,20260507_091502,cosine_branch,0.998975858092308,1.0,0.9979517459869385
cosine_branch,DD,MatrixRes,GCNConv,2,B3,identity,20260506_223136,cosine_branch,0.9887569546699524,1.000000238418579,0.9668408632278442
cosine_branch,DD,MatrixRes,GCNConv,2,B3,identity,20260507_091813,cosine_branch,0.9887737168206109,1.0000001192092896,0.9668891429901123
cosine_branch,DD,MatrixRes,GCNConv,2,B4,identity,20260507_092315,cosine_branch,0.9699221402406693,1.000000238418579,0.8991567492485046
cosine_branch,DD,MatrixRes,GCNConv,2,B5,identity,20260507_092933,cosine_branch,0.9412156867980958,1.0,0.8187260031700134
cosine_branch,DD,MatrixRes,GCNConv,2,B6,identity,20260507_093751,cosine_branch,0.9168757167127397,1.000000238418579,0.7633048295974731
cosine_branch,DD,MatrixRes,GCNConv,2,B7,identity,20260507_094737,cosine_branch,0.9151408623675911,1.0000001192092896,0.7675973176956177
cosine_branch,DD,MatrixRes,GCNConv,2,B8,identity,20260507_095909,cosine_branch,0.8955646501854062,1.000000238418579,0.7272027134895325
cosine_branch,DD,MatrixRes,GCNConv,3,B1,identity,20260507_091349,cosine_branch,1.0000001192092896,1.0000001192092896,1.0000001192092896
cosine_branch,DD,MatrixRes,GCNConv,3,B2,identity,20260507_091630,cosine_branch,0.9988985657691956,1.0000001192092896,0.9977970123291016
cosine_branch,DD,MatrixRes,GCNConv,3,B3,identity,20260506_223325,cosine_branch,0.9871000912454393,1.0,0.9623884558677673
cosine_branch,DD,MatrixRes,GCNConv,3,B3,identity,20260507_092104,cosine_branch,0.9873088796933492,1.0000001192092896,0.962997317314148
cosine_branch,DD,MatrixRes,GCNConv,3,B4,identity,20260507_092640,cosine_branch,0.970976397395134,1.0000001192092896,0.9022953510284424
cosine_branch,DD,MatrixRes,GCNConv,3,B5,identity,20260507_093417,cosine_branch,0.9512616801261902,1.000000238418579,0.8621914386749268
cosine_branch,DD,MatrixRes,GCNConv,3,B6,identity,20260507_094314,cosine_branch,0.9172045936187109,1.0000001192092896,0.7819501161575317
cosine_branch,DD,MatrixRes,GCNConv,3,B7,identity,20260507_095424,cosine_branch,0.9192467794126394,1.000000238418579,0.8152182102203369
